,State,Year,Title,Summary,ID,Measure_Type,Topic_Areas,Election,Percent_Yes,Ballot_Type,Pass
2431,Washington,2012,Omnibus Tax Preference Bill,"NCSL's vote total shows the percentage of voters approving the legislature's action.<BR>  <BR>  This measure is a non-binding advisory vote seeking the opinion of voters on an action of the legislature.<BR>  <BR>  The legislature eliminated, without a vote of the people, a business and occupation tax deduction for certain financial institutions’ interest on residential loans, costing $170,000,000 in its first ten years, for government spending.",Advisory Vote 1 (SB 6635),Other,Tax & Revenue,General,0.42700000000000005,Statutory,0
2432,Washington,2012,Pollution Liability Insurance Program,"NCSL's vote total shows the percentage of voters approving the legislature's action.<BR>  <BR>  This measure is a non-binding advisory vote seeking the opinion of voters on an action of the legislature.<BR>  <BR>  The legislature extended, without a vote of the people, expiration of a tax on possession of petroleum products and reduced the tax rate, costing $24,000,000 in its first ten years, for government spending.",Advisory Vote 2 (HB 2590),Other,Environmental Protection,General,0.446,Amendment,0
2433,Washington,2012,Public Charter Schools,"Initiative Measure No. 1240 concerns creation of a public charter school system. This measure would authorize up to forty publicly-funded charter schools open to all students, operated through approved, nonreligious, nonprofit organizations, with government oversight; and modify certain laws applicable to them as public schools.<BR>  <BR>  <B>The Law as it Presently Exists</B><BR>  <BR>  The legislature has provided for the education of resident children through creation of a public school system. Public schools are operated by local school districts under the overall supervision of the state superintendent of public instruction. Children between the ages of eight and eighteen must attend public school, subject to certain exceptions including enrolling in private school or receiving homeschool instruction.<BR>  <BR>  School districts are local government bodies responsible for operating the “common schools” (kindergarten through twelfth grade) in their boundaries. A board of directors elected by the people of the district governs each school district. Each board appoints a superintendent of schools and employs teachers, administrators, and other staff as needed.  School district boards must comply with certain statewide standards, but each board is responsible for selecting the number, size, and location of school buildings, employing staff, and choosing curriculum and textbooks for that district.<BR>  <BR>  Each school district must allow all children residing within its geographic boundaries to enroll in its schools. Each school district has discretion to determine where an enrolled student attends school. Most districts assign students to schools on a geographic basis but may also offer students some choice of schools within a district. Many districts offer special programs that are available to students on a non-geographical basis. If agreed to by both districts, a student may attend school in another district.<BR>  <BR>  Currently, public schools are established by local school district boards and cannot be created or operated by any other entity. They are primarily funded by the state. The legislature appropriates funds to the superintendent of public instruction for distribution to school districts. District allotments consider a number of factors but are primarily based on the number of students enrolled in the district. In addition to their state funding, districts may levy voter-approved special property taxes and seek funding from the federal government and/or private sources for district educational programs.<BR>  <BR>  State laws impose various requirements for education programs offered by school districts. Examples of state requirements include provisions relating to student/teacher ratios, alternative education programs, special education, student transportation, bilingual instruction, highly capable students, visual and auditory screening of students, immunization, early childhood programs, school attendance, compulsory course work, food services for students, and management of school district property.<BR>  <BR>  The state board of education is a state agency made up of sixteen members, including the superintendent of public instruction, members appointed by the governor, and members elected by local school boards. The board of education develops educational policy and provides strategic oversight of the public school system.<BR>  <BR>  The Education Employment Relations Act (Chapter 41.59 RCW) governs school district employment relations issues. This statute provides for collective bargaining as to wages, hours, and terms and conditions of employment, and sets requirements and limitations on the collective bargaining process. Collective bargaining matters are within the jurisdiction of the public employment relations commission, a state agency.<BR>  <BR>  <B>The Effect of the Proposed Measure, if Approved</B><BR>  <BR>  This measure would allow the authorization of a limited number of charter schools within the state’s public school system. The measure uses the terms “charter school” and “public charter school” interchangeably, and defines the term as a public school governed by a charter school board and operated according to the terms of a charter contract, which is entered into pursuant to the terms of the measure. The measure would limit the number of charter schools to forty over a five year period, with no more than eight charter schools established per year.<BR>  <BR>  A public charter school would include one or more of grades kindergarten through twelfth. Each charter school would be operated by a nonprofit corporation meeting the requirements of public benefit nonprofit corporations (a nonprofit corporation that has been designated as a tax-exempt charity under the federal internal revenue code). The nonprofit corporation could not be a sectarian or religious organization. Charter schools would be open to all students, and could only limit admission based on age group, grade level, or capacity of the school. Charter schools would be subject to supervision by the superintendent of public instruction and the state board of education.<BR>  <BR>  Public charter schools would be created either as “new” charter schools (public schools that did not previously exist) or “conversion” charter schools (existing public schools converted into charter schools). Conversion charter schools must enroll all students already attending the school who wish to remain enrolled. If new charter schools have insufficient capacity to enroll all students who apply, admission would be determined by lottery, with preference given to siblings of already enrolled students.<BR>  <BR>  The measure establishes two different ways that public charter schools could be authorized. First, the measure would create a new state agency, the Washington charter school commission. The commission could authorize charter schools anywhere in the state and enter into charter contracts with such schools. The commission would administer the charter schools it authorizes by managing, supervising, and enforcing the schools’ charter contracts. The commission would consist of nine members. The governor, the president of the state senate, and the speaker of the house of representatives would each appoint three members, and no more than five members could be of the same political party. The members would be required to have experience and expertise in public and nonprofit governance, public school education, and management and finance; and a demonstrated commitment to charter schools.<BR>  <BR>  Second, the measure would allow local school district boards to authorize public charter schools within their school district boundaries. To authorize charter schools, a school district board would first have to apply to the state board of education to be approved as an authorizer of charter schools. The measure sets minimum requirements for the application. An approved school district board would be required to execute a six-year contract with the board of education, agreeing to certain responsibilities as an authorizer. Approved school district boards could then authorize and enter into charter contracts with charter schools, and would be responsible for managing, supervising, and enforcing those charter contracts. The state board of education would oversee approved school district boards and under certain circumstances could revoke its approval of the school district board as an authorizer of charter schools.<BR>  <BR>  Under the measure, nonprofit corporations seeking to operate a public charter school would apply to the charter school commission or to an approved school district board. The measure sets minimum requirements for applications to operate charter schools. Applicants could apply to only one authorizer at a time, but could re-apply or apply to a different authorizer if rejected. The measure provides that preference would be given to approving applications for charter schools designed to enroll at-risk students.<BR>  <BR>  A public charter school’s basic structure and operations would be set forth in its charter contract. The charter contract would be a renewable, five-year contract between the authorizer (the state charter school commission or an approved local school board) and the charter school board. The charter school board would be appointed or selected according to the approved terms of the charter school application submitted by the nonprofit corporation. Subject to the terms of the charter contract, the charter school board could hire and discharge employees and enter into contracts to carry out the school’s functions, including purchase or rental of real property, equipment, goods, supplies, and services. Contracts for management of the charter school could only be with nonprofit corporations. The charter school board could also borrow money and issue debt, but could not use public funds allocated to the school as collateral. The state, the charter school commission, and the local school district would not be held responsible for the debt.<BR>  <BR>  The measure would set minimum requirements for what must be addressed in public charter school contracts, including academic and operational performance expectations and measures by which the performance will be judged. Charter contracts may be revoked or not renewed under certain circumstances, including failing to meet performance expectations.<BR>  <BR>  Public charter schools would receive allocation of state funding based on their student enrollments, including both basic education funding and other categories of state funding for public schools. A portion of this allocation would be used to fund administrative oversight by the authorizer of the charter school (the charter school commission or the local school district board).  Charter schools authorized by local school boards and conversion charter schools would also be entitled to per-pupil allocations of local levy proceeds, but new charter schools authorized by the charter school commission could receive funds only from levies submitted to voters after the school’s start-up date. A charter school would not be able to charge tuition, levy taxes, or issue tax-backed bonds. A charter school could accept and administer grants and donations from governmental and private entities, and would be eligible to apply for state grants on the same basis as a school district.<BR>  <BR>  Public charter schools would be exempt from most state statutes and rules applicable to school districts, except statutes and rules made applicable through the school’s charter. However, charter schools would be required to comply with certain laws such as local, state, and federal laws regarding health and safety, parents’ rights, civil rights, and nondiscrimination. Charter schools would be required to employ certificated instructional staff (with certain exceptions also applicable to other public schools), would be required to provide basic education as defined by statute, would be subject to performance audits, and would be subject to open public meetings and open public records laws. Charter schools would be prohibited from engaging in sectarian practices.<BR>  <BR>  Public charter schools and their employees would participate in state retirement programs for teachers, school employees, and public employee retirement systems, unless including them would jeopardize the status of the retirement systems as governmental plans for purposes of the internal revenue code and related federal laws. Charter school employees would also be eligible to participate in state employee health benefit programs.<BR>  <BR>  Public charter schools would generally be subject to the same collective bargaining requirements as other public schools, but the bargaining unit for collective bargaining would be limited to employees of the charter school rather than including employees from several schools or a school district.",Initiative 1240,Initiative,Education: PreK-12,General,0.508,Statutory,1
2434,Washington,2012,Two-thirds vote for tax increases,"Initiative Measure No. 1185 concerns tax and fee increases imposed by state government. This measure would restate existing statutory requirements that legislative actions raising taxes must be approved by two-thirds legislative majorities or receive voter approval, and that new or increased fees require majority legislative approval.<BR>  <BR>  <B>The Law as it Presently Exists</B><BR>  <BR>  A Washington statute provides that any action or combination of actions by the legislature that raises taxes may be taken only if approved by at least two-thirds legislative approval in both the house of representatives and the senate.<BR>  <BR>  Another Washington statute provides that a state fee may only be imposed or increased in any fiscal year if approved with majority legislative approval in both the house of representatives and the senate, and must be subject to certain accountability procedures specified in statute. These requirements do not apply to assessments made by agricultural commodity commissions or to the forest products commission.<BR>  <BR>  <B>The Effect of the Proposed Measure, if Approved</B><BR>  <BR>  This measure would restate the current statutory language regarding tax increases, revising it to state that any action or combination of actions by the legislature that raises taxes may be taken only if approved by a two-thirds vote in both the house of representatives and the senate.<BR>  <BR>  The measure would restate the current statutory language relating to increases in state fees, revising it to state that a fee may only be imposed or increased in any fiscal year if approved with a simple majority vote in both the house of representatives and the senate.",Initiative 1185,Initiative,Legislatures,General,0.643,Statutory,1
2435,Washington,2013,Concerning Labeling of Genetically-Engineered Foods,"This measure would require most raw agricultural commodities, processed foods, and seeds and seed stocks, if produced using genetic engineering, as defined, to be labeled as genetically engineered when offered for retail sale.",Initiative 522,Initiative,Agriculture,General,0.47,Statutory,0
2436,Washington,2013,Concerns Initiative and Referendum Measures,This measure would set penalties for interfering with or retaliating against signature-gatherers and petition-signers; require that all measures receiving sufficient signatures appear on the ballot; and extend time for gathering initiative petition signatures.,Initiative 517,Initiative,Elections-Initiative Process,General,0.38299999999999995,Statutory,0
2437,Washington,2014,Background Checks for Firearm Sales and Transfers,"This measure would apply the background check requirements currently used for firearm sales by licensed dealers to all firearm sales and transfers where at least one party is in Washington. Background checks would thus be required not only for sales and transfers of firearms through firearms dealers, but also at gun shows, online, and between unlicensed private individuals. Background checks would be required for any sale or transfer of a firearm, whether for money or as a gift or loan, with specific exceptions described below. Background checks would be required whether the firearm involved is a pistol or another type of firearm. Violations of these requirements would be crimes.",Initiative 594,Initiative,Business & Commerce,General,0.593,Statutory,1
2438,Washington,2014,Concerns firearms,This measure would prohibit government agencies from requiring background checks on the recipient of a firearm unless a uniform national standard is required.  This measure would also state that government agencies may not confiscate firearms from citizens without due process.,Initiative 591,Initiative,Business & Commerce,General,0.447,Statutory,0
2439,Washington,2014,Concerns K-12 education,"This measure would direct the legislature to allocate funds to reduce class sizes and increase staffing support for students in all K-12 grades, with additional class-size reductions and staffing increases in high-poverty schools.",Initiative 1351,Initiative,Budgets,General,0.509,Statutory,1
2440,Washington,2014,Concerns leasehold excise tax on tribal property,"The legislature imposed, without a vote of the people, the leasehold excise tax on certain leasehold interests in tribal property, costing an estimated $1,298,000 in the first ten years, for government spending.",Advisory Vote No. 9 (Engrossed Substitute House Bill 1287),Other,State-Tribal Relations,General,0.541,Other,1
2441,Washington,2014,Concerns marijuana excise tax,"The legislature eliminated, without a vote of the people, agricultural excise tax preferences for various aspects of the marijuana industry, costing an estimated $24,903,000 in the first ten years, for government spending.",Advisory Vote No. 8 (Senate Bill 6505),Other,Business & Commerce,General,0.527,Other,1
2442,Washington,2015,Cannabis Patient Protection Act,"An advisory vote on Second Substitute Senate Bill 5052, relating to the establishment of the Cannabis Patient Protection Act",Advisory Vote 11,Other,Drug/Alcohol/Tobacco Policy,General,0.42,Statutory,0
2443,Washington,2015,Motor Vehicle Fuel Tax Rates,"An advisory vote on Second Engrossed Substitute Senate Bill 5987, relating to transportation revenue",Advisory Vote 12,Other,Tax & Revenue,General,0.61,Statutory,1
2444,Washington,2015,Oil Transportation Safety,"An advisory vote on Engrossed Substitute House Bill 1449, relating to oil transportation safety",Advisory Vote 10,Other,Tax & Revenue,General,0.51,Statutory,1
2445,Washington,2015,State taxes and fees,"This measure would decrease the sales tax rate unless the legislature refers to voters a constitutional amendment requiring two-thirds legislative approval or voter approval to raise taxes, and legislative approval for fee increases.",Initiative 1366,Initiative,Legislatures,General,0.54,Amendment,1
2446,Washington,2015,Tax Preferences for Royalties,"An advisory vote on Engrossed Substitute Senate Bill 6138, relating to increasing state revenue through improved compliance methods and eliminating tax preferences for royalties and certain manufacturing equipment",Advisory Vote 13,Other,Tax & Revenue,General,0.65,Statutory,1
2447,Washington,2015,Trafficking of animal species threatened with extinction,"This measure would make selling, purchasing, trading, or distributing certain animal species threatened with extinction, and products containing such species, a gross misdemeanor or class-C felony, with exemptions for certain types of transfers.",Initiative 1401,Initiative,Animal Rights/Hunting & Fishing,General,0.71,Statutory,1
2448,Washington,2016,Advancement of Date for Completion of Redistricting Plan,"Senate Joint Resolution 8210 concerns the deadline for completing state legislative and congressional redistricting. The legislature has proposed a constitutional amendment on the deadline for completing state legislative and congressional redistricting. This amendment would require the state redistricting commission to complete redistricting for state legislative and congressional districts by November 15 of each year ending in a one, 46 days earlier than currently required.",Advisory SJR 8210,Legislative Referendum,Redistricting,General,0.777,Amendment,1
2449,Washington,2016,Carbon Emission Tax,"Imposes a carbon emission tax on the sale or use of certain fossil fuels and fossil-fuel-generated electricity, at $15 per metric ton of carbon dioxide in 2017, and increasing gradually to $100 per metric ton (2016 dollars adjusted for inflation), with more gradual phase-in for some users. It would reduce the sales tax rate by one percentage point over two years, increase a low-income sales tax exemption, and reduce certain manufacturing taxes.",Initiative 732,Initiative,Energy & Electric Utilities,General,0.415,Statutory,0
2450,Washington,2016,Extreme Risk Protection Orders,"Allows police, family, or household members to obtain court orders temporarily preventing firearms access by persons exhibiting mental illness, violent or other behavior indicating they may harm themselves or others",Initiative 1491,Initiative,Criminal Justice,General,0.7120000000000001,Statutory,1
2451,Washington,2016,Fair Labor Standards,"Increases the state hourly minimum wage for employees who are at least 18 to $11.00 in 2017, $11.50 in 2018, $12.00 in 2019, and $13.50 in 2020. The measure would require employers to provide paid sick leave starting in 2018 that employees could use in certain circumstances, including to care for family members (as defined); make the Minimum Wage Act and this measure apply to individual care providers; and adopt related laws.",Initiative 1433,Initiative,Business & Commerce,General,0.595,Statutory,1
2452,Washington,2016,Insurance Premium Tax Extension,"The legislature extended, without a vote of the people, the insurance premium tax to some insurance for stand-alone family dental plans, costing an indeterminate amount in the first ten years, for government spending.",Advisory Vote 14,Other,Health,General,0.315,Statutory,0
2453,Washington,2016,Limitaions on Clean-Energy Tax Exemptions,"The legislature imposed, without a vote of the people, certain limitations on the retail sales and use tax exemptions for clean alternative-fuel vehicles, costing $2,000,000 in the first ten years, for government spending.",Advisory Vote 15,Other,Energy & Electric Utilities,General,0.40299999999999997,Statutory,0
2454,Washington,2016,Restoring the Voice of We the People,"Urges the Washington state congressional delegation to propose a federal constitutional amendment clarifying that constitutional rights belong only to individuals, not corporations; that spending money is not free speech under the First Amendment; that governments are fully empowered to regulate political contributions and expenditures to prevent undue influence; and that political contributions and expenditures must be promptly disclosed to the public.",Initiative 735,Initiative,Ethics/Lobbying/Campaign Finance,General,0.638,Other,1
2455,Washington,2016,Seniors and Vulnerable Individuals' Safety and Financial Crimes Prevention Act,"Increases penalties for criminal identity theft and civil penalties for consumer fraud when persons over sixty-five or vulnerable individuals are targeted. It would exempt certain information, including names, addresses, and other personally identifying information, of vulnerable individuals and in-home caregivers for vulnerable populations from public disclosure. It would also prohibit the state and state agencies from releasing certain information of vulnerable individuals and in-home caregivers of vulnerable populations except in limited situations.",Initiative 1501,Initiative,Criminal Justice,General,0.716,Statutory,1
2456,Washington,2016,State-Provided Campaign Finance System Funded by Imposing a Non-Resident Sales Tax,Creates a campaign-finance system; allows residents to direct state funds to candidates; repeals the non-resident sales-tax exemption; restricts lobbying employment by certain former public employees; and adds enforcement requirements.,Initiative 1464,Initiative,Ethics/Lobbying/Campaign Finance,General,0.474,Statutory,0
2457,Washington,2017,Business and Occupation Tax Increase,"The legislature expanded the business and occupation tax and narrowed certain retail sales and use tax exemptions costing $565,000,000 in the first ten years for government spending. The advisory vote asks if the tax increase should be repealed or maintained.",Advisory Question 17,Other,Business & Commerce,General,0.65,Statutory,1
2458,Washington,2017,Game Fish Tax Increase,"The legislature increased the food fish excise tax rate on certain salmon and game fish costing less than $1,000,000 in the first ten years for government spending. The advisory vote asked if the tax increase should be repealed or maintained.",Advisory Question 16,Other,Agriculture,General,0.57,Statutory,1
2459,Washington,2017,Property Tax Increase for Common Schools,"The legislature imposed an additional state property tax for common schools costing $12,949,000,000 in the first ten years for government spending. The advisory vote asks if the tax increase should be repealed or maintained.",Advisory Question 18,Other,Education: PreK-12,General,0.62,Statutory,1
2460,Washington,2018,Advisory Question on Oil Spill Tax,"An automatic referral to the ballot, the measure asks: ""The legislature expanded, without a vote of the people, the oil spill response and administration taxes to crude oil or petroleum products received by pipeline, costing $13,000,000 over ten years for government spending. This tax increase should be: Repealed or Maintained.""",Advisory Question 19,Other,Energy & Electric Utilities,General,0.465,Other,0
2461,Washington,2018,Ban on New Taxes or Fees on Groceries Initiative,"The measure prohibits local government from enacting any new taxes or fees of any kind on groceries. Groceries include but are not limited to meat, produce, grains, dairy, seasonings, and condiments. Alcoholic beverages, tobacco, and marijuana are not included. But broader sales taxes, as long as they apply to other things than groceries, may be increased and apply.     The ballot question reads:     Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. This measure would prohibit new or increased local taxes, fees, or assessments on raw or processed foods or beverages (with exceptions), or ingredients thereof, unless effective by January 15, 2018, or generally applicable. Should this measure be enacted into law?",Initiative 1634,Initiative,Agriculture,General,0.5589999999999999,Statutory,1
2462,Washington,2018,Fee on Carbon Emissions Initiative,"This measure would impose pollution fees ($15 per metric ton of carbon in 2020, with the fee increasing $2 per metric ton each year until the 2035 carbon reduction goals are met) on certain large emitters of greenhouse gas pollutants based on rules determining carbon content, starting in 2020. A public board would supervise spending the revenues on reducing pollution, promoting clean energy, and addressing climate impacts to the environment and communities. Utilities could receive credits for approved investments. Indian tribes would consult on projects directly impacting their land. There would be periodic reporting on the measure’s effectiveness.    The ballot question reads:     Initiative Measure No. 1631 concerns pollution. This measure would charge pollution fees on sources of greenhouse gas pollutants and use the revenue to reduce pollution, promote clean energy, and address climate impacts, under oversight of a public board. Should this measure be enacted into law?",Initiative 1631,Initiative,Business & Commerce,General,0.434,Statutory,0
2463,Washington,2018,"Reforms to Firearm Semiautomatic Assault Rifle Ownership Age, Background Checks, Waiting Period, and Storage Requirements Initiative","The measure enacts a 10-day waiting period to purchase a semiautomatic assault rifle, raises the minimum age to purchase a semiautomatic assault rifle to 21, and enacts safety storage requirements. The sale of a firearm would be regulated as well to include a warning and a possible firearm purchasing fee.     The ballot reads:     Initiative Measure No. 1639 concerns firearms. This measure would require increased background checks, training, age limitations, and waiting periods for sales or delivery of semiautomatic assault rifles; criminalize noncompliant storage upon unauthorized use; allow fees; and enact other provisions. Should this measure be enacted into law? Yes [ ] No [ ]",Initiative 1639,Initiative,Business & Commerce,General,0.594,Statutory,1
2464,Washington,2018,"Require Mental Health and De-Escalation Training for Police and Initiate Good-Faith Test, and Remove Malice Requirement for Police Prosecution Initiative",The measure creates a good-faith test to determine when the use of deadly force by police is justifiable. Police must also obtain de-escalation and mental health training as developed by the criminal justice training commission. The measure also removes the requirement that a prosecutor prove that a police officer acted with malice to be convicted in court. It also requires that police officers provide first aid. The measure also requires that an independent investigation be completed when police use deadly force or produce substantial bodily harm.,Initiative,Initiative,Criminal Justice,General,0.596,Statutory,1
2465,Washington,2020,​Advisory Vote on SB 5323,"Advises legislature to either repeal or maintain Senate Bill 5323, which was designed to levy a retail sales tax on certain carryout bags.",​Advisory Vote 32,Other,Tax & Revenue,General,0.39,Other,0
2466,Washington,2020,Advisory Vote on SB 5628,"Advises legislature to either repeal or maintain Senate Bill 5628, which was designed to levy a tax on heavy equipment rentals.",Advisory Vote 33,Other,Tax & Revenue,General,0.4,Other,0
2467,Washington,2020,Advisory Vote on SB 6492,"Advises legislature to either repeal or maintain Senate Bill 6492, which was designed to increase the business and occupation tax rate and reduce certain surcharges.",Advisory Vote 34,Other,Tax & Revenue,General,0.38,Other,0
2468,Washington,2020,Advisory Vote on SB 6690,"Advises legislature to either repeal or maintain Senate Bill 6690, which was designed to increase the business and occupation tax on commercial airplane manufacturers.",Advisory Vote 35,Other,Tax & Revenue,General,0.45,Other,0
2469,Washington,2020,Authorize Fund Investment of Long-Term Services and Supports Trust Account Amendment,"Proposes an amendment to the Constitution on investment of public funds. This amendment would allow public money held in a fund for long-term care services and supports to be invested by governments as authorized by state law, including investments in private stocks.",Amendment SJR 8212,Legislative Referendum,Health,General,0.46,Amendment,0
2470,Washington,2020,Sex Education in Public Schools Measure,"Repeals Senate Bill 5395 (2020), which requires public schools to provide comprehensive sexual health education for all students and requires students to be excused if requested by their parents.",Referendum 90,Popular Referendum,Education: PreK-12,General,0.58,Statutory,1
2471,Washington,2021,Nonbinding Question on Capital Gains Tax to Fund Education and Child Care,Advises the legislature to either maintain or repeal a capital gains tax increase to fund education and child services passed in Senate Bill 5096.,Advisory Vote 37,Other,Education: PreK-12,General,0.39,Other,0
2472,Washington,2021,Nonbinding Question on Captive Insurers Tax,Advises the legislature to either maintain or repeal a tax on captive insurers passed in Senate Bill 5315.,Advisory Vote 38,Other,Insurance,General,0.43,Other,0
2473,Washington,2021,Nonbinding Question on Telephone Tax to Fund Behavioral Health Crisis Response and Suicide Prevention,Advises the legislature to either maintain or repeal a tax on phone lines to fund behavioral health and suicide prevention services passed in House Bill 1477.,Advisory Vote 36,Other,Health,General,0.46,Other,0
2474,Washington,2022,Aircraft Fuel Tax Increase Nonbinding Question,Advises the legislature to either maintain or repeal a tax increase on aircraft fuel from 11 cents to 18 cents per gallon passed in Senate Bill 5974.,Advisory Vote 39,Other,Tax & Revenue,General,0.4,Other,0
2475,Washington,2022,Transportation Network Companies Tax Nonbinding Question,Advises the legislature to either maintain or repeal a tax on transportation network companies passed in House Bill 2076.,Advisory Vote 40,Other,Tax & Revenue,General,0.48,Other,0
2476,West Virginia,2000,Unified Family Court Amendment,Legislative Constitutional Amendment<BR>  Amends the Constitution of West Virginia to permit the Legislature to establish a unified system of family courts with jurisdiction over family law and child welfare matters.,Amendment No. 1,Legislative Referendum,Human Services,General,0.73,,1
2477,West Virginia,2002,County and Municipal Option Economic Development Amendment,"To amend the State Constitution to permit the Legislature by general law to authorize county commissions and municipalities to use a new economic development tool to help create jobs. This tool will permit county commissions and municipalities to assist in financing economic development or redevelopment projects by redirecting specific new property tax revenues from an approved project, or project area or district. These redirected revenues will be used to pay-off revenue bonds or other obligations issued to finance some or all of the cost of the project. This amendment authorizes the financing of some or all of the cost of qualified economic development and redevelopment projects through issuance of county and municipal revenue bonds or other obligations, payable from property taxes assessed on the enhanced value of property located in the economic development or redevelopment project area or district. This proposed amendment does not apply to taxes from excess levies, bond levies or other special levies. Upon payment-in-full of the bonds or other obligations, the property tax revenues revert to the appropriate levying bodies. The term of the bonds or other obligations may not exceed thirty years.",Amendment 1,Legislative Referendum,Economic Development,General,0.57,,1
2478,West Virginia,2002,Equalizing Number of Years of Excess Levies Amendment,"The purpose of this amendment is to allow county and municipal governments to propose excess levies for the same time periods as boards of education, which is up to five years.",Amendment 2,Legislative Referendum,Local Government,General,0.52,,1
2479,West Virginia,2004,Bonds for Bonuses and Death Benefits for Veterans,"Permits the legislature to appropriate general revenues to see state bonds for the payment of bonuses and death benefits to veterans of the conflicts in Kosovo, Afghanistan and Iraq or to their relatives, and to impose or increase a tax to pay for the bonds. ($8,000,000)",Amendment 1,Legislative Referendum,Bond Measures,General,0.677,,1
2480,West Virginia,2005,Pension Bond Amendment,"[Voted on in a statewide special election on June 25, 2005]<BR>  <BR>  To amend the state Constitution to permit the issuance and sale of additional state general obligation bonds not exceeding five billion five hundred million dollars to help provide for the fiscal soundness of the State Teachers Retirement System, the Judges' Retirement System and the Public Safety Death, Disability and Retirement System.  These additional state general obligation bonds will help the state to fund the unfunded actuarial accrued liabilities of these systems.",Amendment 1,Legislative Referendum,Bond Measures,Special,0.461,Amendment,0
2481,West Virginia,2012,Repeal the Two Consecutive Term Limitation for Sheriffs,"To repeal section three article IX of the State Constitution which provides that a person who has been elected or who has served as a sheriff during all or any part of two consecutive terms shall be ineligible for the office of sheriff during any part of the term immediately following the second of the two consecutive terms, and that the person holding the office of sheriff when this section is ratified shall not be prevented from holding the office of sheriff during the term immediately following the term he is serving.",Amendment 1,Legislative Referendum,Local Government,General,0.479,Amendment,0
2482,West Virginia,2014,Exemption of Property of Youth Nonprofit Organizations,"Notwithstanding any provision of this Constitution to the contrary, real property in this state which is owned by a non-profit organization that has as its primary purpose the development of youth through adventure, educational or recreational activities for young people and others, which property contains facilities built at a cost of not less than $100,000,000 and which property is capable of supporting additional activities within the region and the State of West Virginia is exempt from ad valorem property taxation whether or not such property is used for the nonprofit organization’s nonprofit purpose to generate revenue for the benefit of the non-profit organization subject to any requirements, limitations and conditions as may be prescribed by general law: Provided, That the tax exemption authorized by the provisions of this section shall not become effective until the Legislature adopts enabling legislation authorizing the exemption’s implementation and concurrently prescribing requirements, limitations and conditions for the use of the tax exempt facility that protect local and regionally located businesses from use of the tax exempt facility in a manner that causes unfair competition and unreasonable loss of revenue to those businesses.      Resolved further, That in accordance with the provisions of article eleven, chapter three of the Code of West Virginia, 1931, as amended, such proposed amendment is hereby numbered “Amendment No. 1” and designated as the “Nonprofit Youth Organization Tax Exemption Support Amendment” and the purpose of the proposed amendment is summarized as follows: “To amend the State Constitution to exempt from property tax certain properties in this state owned by nonprofit youth organizations and built at cost of at least $100 million whether or not the property is used for the nonprofit youth organization’s charitable or nonprofit purpose to help raise funds for the benefit of the nonprofit youth organization. If approved, the Legislature would be required to enact laws that would protect local and regional businesses from unfair competition and unreasonable loss of revenue caused by the nonprofit organization use of the tax exemption.”",Amendment 1,Legislative Referendum,Tax & Revenue,General,0.619,Amendment,1
2483,West Virginia,2017,Road to Prosperity Amendment,A constitutional amendment to allow the legislature to issue state bonds not to exceed $1.6 billion between 2017 and 2021. The bonds are to be used for matching federal highway and bridge construction funding as well as general road and bridge construction. The legislature will provide for the collection of an annual state tax to cover the interest payments on the bonds.,Amendment 1,Legislative Referendum,Tax & Revenue,Special,0.728,Amendment,1
2484,West Virginia,2018,Legislative Authority Over State Judiciary Budgeting Amendment,The measure grants the state legislature authority to reduce the state judiciary's budget each year. The legislature cannot reduce it below 85 percent of the previous year's budget. The measure also requires the state's state supreme court chief justice to appear before the legislature and answer questions.,Amendment 2,Legislative Referendum,Judiciary,General,0.7240000000000001,Amendment,1
2485,West Virginia,2018,Stating There is No Right or Requirement of Funding for Abortion Amendment,"Amends the state constitution to read that ""nothing in this Constitution secures or protects a right to abortion or requires the funding of abortion.""",Amendment 1,Legislative Referendum,Abortion,General,0.517,Amendment,1
2486,West Virginia,2022,Approval of the State Board of Education Rules Amendment,"Requires the state's board of education to submit any proposed rules to the legislature to approve, amend, or reject.",Amendment 4,Legislative Referendum,Education: PreK-12,General,0.42,Amendment,0
2487,West Virginia,2022,Incorporation of Religious Denominations and Churches Amendment,Authorizes the incorporation of religious denominations and churches.,Amendment 3,Legislative Referendum,Business & Commerce,General,0.45,Amendment,0
2488,West Virginia,2022,No Court Authority over Impeachment Amendment,States that no courts have any authority over impeachment proceedings and that an impeachment judgment by the Senate cannot be reviewed by a state court.,Amendment 1,Legislative Referendum,Judiciary,General,0.42,Amendment,0
2489,West Virginia,2022,Tax Exemptions for Personal Property Used for Business Activity Amendment,"Authorizes the state legislature to exempt personal property (machinery, equipment, and inventory) used for business activity from ad valorem property taxes.",Amendment 2,Legislative Referendum,Tax & Revenue,General,0.35,Amendment,0
2490,Wisconsin,2000,Extending Right to Vote to Adult Children of U.S. Citizens Living Abroad,"Shall sections 68 and 70 of 1999 Wisconsin Act 182, which extend the right to vote in federal elections in this state to the adult children of U.S. citizens who resided in this state prior to establishing residency abroad, become effective on January 1, 2001?",Question 1,Legislative Referendum,Elections,General,0.62,,1
